Time,Open,High,Low,Close
2024.01.01.20:45,6.75293,6.75293,6.7519,6.75274
2024.01.01.20:50,6.75265,6.75373,6.75265,6.75318
2024.01.01.20:55,6.75319,6.75558,6.75317,6.75527
2024.01.01.21:00,6.75526,6.75552,6.75461,6.75475
2024.01.01.21:05,6.75476,6.75726,6.75476,6.75661
2024.01.01.21:10,6.75662,6.75729,6.75646,6.75703
2024.01.01.21:15,6.75705,6.75866,6.75705,6.75835
2024.01.01.21:20,6.75822,6.76018,6.75821,6.75984
2024.01.01.21:25,6.75984,6.76051,6.7596,6.76051
2024.01.01.21:30,6.76049,6.76159,6.7603,6.76042
2024.01.01.21:35,6.76047,6.76087,6.76025,6.76083
2024.01.01.21:40,6.76074,6.76301,6.76074,6.76206
2024.01.01.21:45,6.76209,6.7635,6.76189,6.76343
2024.01.01.21:50,6.76344,6.76458,6.76318,6.76439
2024.01.01.21:55,6.76428,6.7655,6.76371,6.76518
2024.01.01.22:00,6.76506,6.76565,6.76476,6.76509
2024.01.01.22:05,6.76516,6.76584,6.76312,6.76333
2024.01.01.22:10,6.76335,6.76365,6.76205,6.76277
2024.01.01.22:15,6.76291,6.76291,6.76188,6.76275
2024.01.01.22:20,6.76275,6.76309,6.76241,6.76242
2024.01.01.22:25,6.76242,6.76374,6.76242,6.76329
2024.01.01.22:30,6.76318,6.76326,6.76258,6.76326
2024.01.01.22:35,6.76331,6.76375,6.7628,6.76298
2024.01.01.22:40,6.76284,6.7629,6.76215,6.76215
2024.01.01.22:45,6.76215,6.76215,6.76114,6.76138
2024.01.01.22:50,6.76132,6.76163,6.76123,6.76161
2024.01.01.22:55,6.76167,6.76199,6.76129,6.76141
2024.01.01.23:00,6.76133,6.76265,6.76095,6.76261
2024.01.01.23:05,6.7626,6.76356,6.76254,6.76287
2024.01.01.23:10,6.76304,6.76349,6.76257,6.76286
2024.01.01.23:15,6.7629,6.76352,6.76253,6.76347
2024.01.01.23:20,6.76353,6.76358,6.76289,6.76337
2024.01.01.23:25,6.76338,6.76458,6.76338,6.76453
2024.01.01.23:30,6.76442,6.76448,6.76379,6.76429
2024.01.01.23:35,6.76429,6.7644,6.7637,6.76405
2024.01.01.23:40,6.76405,6.76565,6.76399,6.76556
2024.01.01.23:45,6.76556,6.76585,6.76522,6.76584
2024.01.01.23:50,6.76584,6.76662,6.76557,6.76646
2024.01.01.23:55,6.76638,6.76648,6.76371,6.7638
2024.01.02.00:00,6.76387,6.76387,6.76202,6.76273
2024.01.02.00:05,6.76275,6.76363,6.76248,6.7627
2024.01.02.00:10,6.76264,6.76302,6.76108,6.76117
2024.01.02.00:15,6.76117,6.76138,6.76027,6.7609
2024.01.02.00:20,6.76089,6.76111,6.75964,6.76017
2024.01.02.00:25,6.76016,6.76049,6.75923,6.76036
2024.01.02.00:30,6.76035,6.76035,6.75947,6.75973
2024.01.02.00:35,6.75964,6.75984,6.75884,6.75938
2024.01.02.00:40,6.75931,6.75931,6.75794,6.75821
2024.01.02.00:45,6.75811,6.75865,6.75713,6.75819
2024.01.02.00:50,6.75819,6.75853,6.75636,6.75756
2024.01.02.00:55,6.75756,6.75756,6.75577,6.75589
2024.01.02.01:00,6.75597,6.7572,6.7558,6.75658
2024.01.02.01:05,6.75651,6.75686,6.75554,6.75654
2024.01.02.01:10,6.75665,6.75685,6.75653,6.75683
2024.01.02.01:15,6.75682,6.75703,6.75588,6.75655
2024.01.02.01:20,6.75655,6.75779,6.75651,6.75751
2024.01.02.01:25,6.75753,6.75812,6.75664,6.75694
2024.01.02.01:30,6.75692,6.75741,6.75608,6.7567
2024.01.02.01:35,6.75672,6.75752,6.75619,6.75627
2024.01.02.01:40,6.75627,6.75627,6.75517,6.75588
2024.01.02.01:45,6.75589,6.75625,6.75493,6.75563
2024.01.02.01:50,6.75571,6.75889,6.75571,6.75889
2024.01.02.01:55,6.75892,6.75995,6.75843,6.75897
2024.01.02.02:00,6.75903,6.76148,6.75798,6.76018
2024.01.02.02:05,6.76016,6.76016,6.75765,6.75906
2024.01.02.02:10,6.75905,6.75967,6.75731,6.75916
2024.01.02.02:15,6.75911,6.75946,6.75723,6.75809
2024.01.02.02:20,6.75808,6.75878,6.75424,6.75443
2024.01.02.02:25,6.75451,6.75534,6.75323,6.75369
2024.01.02.02:30,6.75376,6.75533,6.75307,6.75362
2024.01.02.02:35,6.75355,6.75555,6.75342,6.75403
2024.01.02.02:40,6.75411,6.75816,6.75411,6.75801
2024.01.02.02:45,6.75806,6.75944,6.75699,6.75799
2024.01.02.02:50,6.75785,6.76279,6.75763,6.76272
2024.01.02.02:55,6.76272,6.76765,6.76126,6.76751
2024.01.02.03:00,6.7675,6.7675,6.75917,6.76072
2024.01.02.03:05,6.76072,6.76249,6.75902,6.75908
2024.01.02.03:10,6.75887,6.75897,6.75327,6.75699
2024.01.02.03:15,6.75701,6.75973,6.75619,6.75847
2024.01.02.03:20,6.75855,6.75959,6.75797,6.75826
2024.01.02.03:25,6.75818,6.76,6.75797,6.75906
2024.01.02.03:30,6.75915,6.75915,6.75668,6.75812
2024.01.02.03:35,6.75807,6.75961,6.75747,6.75847
2024.01.02.03:40,6.75846,6.75928,6.75791,6.7587
2024.01.02.03:45,6.7587,6.75902,6.75685,6.75758
2024.01.02.03:50,6.75759,6.75923,6.75666,6.75807
2024.01.02.03:55,6.75808,6.76158,6.75808,6.75913
2024.01.02.04:00,6.7591,6.75924,6.7556,6.75772
2024.01.02.04:05,6.75777,6.75789,6.75533,6.75717
2024.01.02.04:10,6.75717,6.75855,6.75489,6.75554
2024.01.02.04:15,6.75564,6.75639,6.75385,6.75557
2024.01.02.04:20,6.75547,6.75664,6.75467,6.75625
2024.01.02.04:25,6.75647,6.75691,6.75547,6.75679
2024.01.02.04:30,6.75684,6.75855,6.7557,6.75764
2024.01.02.04:35,6.75778,6.75987,6.75761,6.75962
2024.01.02.04:40,6.75975,6.7656,6.75975,6.76514
2024.01.02.04:45,6.76538,6.77067,6.76528,6.7656
2024.01.02.04:50,6.76558,6.76727,6.76505,6.76667
2024.01.02.04:55,6.76674,6.7687,6.76668,6.76816
2024.01.02.05:00,6.76823,6.77053,6.76682,6.7703
2024.01.02.05:05,6.77041,6.77401,6.77041,6.77348
2024.01.02.05:10,6.7734,6.77916,6.77323,6.77721
2024.01.02.05:15,6.77727,6.77758,6.77522,6.7759
2024.01.02.05:20,6.77592,6.77597,6.77414,6.77541
2024.01.02.05:25,6.7756,6.77604,6.77352,6.77454
2024.01.02.05:30,6.7747,6.77532,6.77115,6.77246
2024.01.02.05:35,6.77246,6.77325,6.77143,6.77196
2024.01.02.05:40,6.77187,6.77302,6.77094,6.77121
2024.01.02.05:45,6.77121,6.77241,6.77048,6.77062
2024.01.02.05:50,6.77092,6.77234,6.76993,6.77193
2024.01.02.05:55,6.77186,6.77515,6.77175,6.77238
2024.01.02.06:00,6.77265,6.77563,6.77233,6.77511
2024.01.02.06:05,6.77493,6.77795,6.77393,6.77789
2024.01.02.06:10,6.77795,6.78378,6.77773,6.78352
2024.01.02.06:15,6.78347,6.78841,6.78202,6.78761
2024.01.02.06:20,6.78761,6.79031,6.7872,6.7872
2024.01.02.06:25,6.78722,6.78991,6.78651,6.78932
2024.01.02.06:30,6.78944,6.79231,6.78944,6.79173
2024.01.02.06:35,6.79168,6.79442,6.7911,6.79307
2024.01.02.06:40,6.79307,6.79558,6.79283,6.79521
2024.01.02.06:45,6.79526,6.79797,6.79497,6.79563
2024.01.02.06:50,6.7955,6.79714,6.79399,6.79648
2024.01.02.06:55,6.79638,6.7975,6.7955,6.79641
2024.01.02.07:00,6.79629,6.7968,6.79462,6.79465
2024.01.02.07:05,6.79466,6.79655,6.79458,6.7951
2024.01.02.07:10,6.79517,6.79717,6.79483,6.79625
2024.01.02.07:15,6.79633,6.79883,6.79611,6.79871
2024.01.02.07:20,6.79868,6.80137,6.79861,6.79929
2024.01.02.07:25,6.79927,6.79927,6.79737,6.79875
2024.01.02.07:30,6.79877,6.79916,6.7973,6.7976
2024.01.02.07:35,6.79768,6.80311,6.79759,6.80262
2024.01.02.07:40,6.80264,6.80354,6.80011,6.80162
2024.01.02.07:45,6.80163,6.80289,6.80012,6.80014
2024.01.02.07:50,6.80021,6.80268,6.80011,6.80232
2024.01.02.07:55,6.8024,6.80625,6.80221,6.80621
2024.01.02.08:00,6.80613,6.80622,6.80358,6.80554
2024.01.02.08:05,6.80568,6.80572,6.80383,6.80439
2024.01.02.08:10,6.80431,6.80595,6.80267,6.80322
2024.01.02.08:15,6.80321,6.80338,6.8004,6.80255
2024.01.02.08:20,6.80261,6.80686,6.80247,6.80375
2024.01.02.08:25,6.8036,6.80406,6.80129,6.80316
2024.01.02.08:30,6.80311,6.80368,6.79869,6.79939
2024.01.02.08:35,6.79937,6.80161,6.79923,6.80081
2024.01.02.08:40,6.80066,6.8013,6.79878,6.7991
2024.01.02.08:45,6.79899,6.80241,6.79875,6.80214
2024.01.02.08:50,6.80225,6.80743,6.8021,6.80697
2024.01.02.08:55,6.80693,6.80852,6.80489,6.80634
2024.01.02.09:00,6.80646,6.80831,6.80352,6.80798
2024.01.02.09:05,6.80807,6.81053,6.80773,6.80895
2024.01.02.09:10,6.80907,6.81125,6.80854,6.81036
2024.01.02.09:15,6.81057,6.81136,6.80897,6.80937
2024.01.02.09:20,6.80957,6.80986,6.80686,6.80791
2024.01.02.09:25,6.80799,6.80811,6.8056,6.80672
2024.01.02.09:30,6.80684,6.80722,6.80353,6.8036
2024.01.02.09:35,6.80358,6.80522,6.80146,6.80288
2024.01.02.09:40,6.80287,6.80561,6.79952,6.80353
2024.01.02.09:45,6.80353,6.80713,6.79923,6.80563
2024.01.02.09:50,6.80556,6.80572,6.80149,6.80535
2024.01.02.09:55,6.80536,6.80643,6.79998,6.79998
2024.01.02.10:00,6.80006,6.80204,6.79676,6.80118
2024.01.02.10:05,6.80126,6.80475,6.80019,6.80352
2024.01.02.10:10,6.80358,6.80464,6.80167,6.80327
2024.01.02.10:15,6.80323,6.80605,6.80085,6.80298
2024.01.02.10:20,6.80305,6.80478,6.80128,6.80172
2024.01.02.10:25,6.80164,6.8045,6.80086,6.80217
2024.01.02.10:30,6.80222,6.80608,6.80222,6.80484
2024.01.02.10:35,6.80475,6.80832,6.80428,6.8054
2024.01.02.10:40,6.80545,6.80812,6.8045,6.80655
2024.01.02.10:45,6.8067,6.8083,6.80458,6.80822
2024.01.02.10:50,6.80829,6.81047,6.80679,6.81027
2024.01.02.10:55,6.81051,6.81361,6.8086,6.81214
2024.01.02.11:00,6.81206,6.81374,6.81107,6.81152
2024.01.02.11:05,6.81164,6.81168,6.80631,6.80631
2024.01.02.11:10,6.80622,6.80622,6.80299,6.80344
2024.01.02.11:15,6.80356,6.80467,6.80247,6.80326
2024.01.02.11:20,6.80314,6.80398,6.80134,6.80154
2024.01.02.11:25,6.8016,6.80316,6.80074,6.80299
2024.01.02.11:30,6.80306,6.80657,6.80303,6.8061
2024.01.02.11:35,6.8061,6.80938,6.80548,6.80913
2024.01.02.11:40,6.8093,6.81172,6.80882,6.81056
2024.01.02.11:45,6.81036,6.81036,6.80591,6.80597
2024.01.02.11:50,6.80586,6.80624,6.80406,6.80512
2024.01.02.11:55,6.8051,6.80534,6.80343,6.80421
2024.01.02.12:00,6.80417,6.80507,6.80345,6.80448
2024.01.02.12:05,6.80462,6.80809,6.80462,6.80774
2024.01.02.12:10,6.80777,6.81013,6.80772,6.80869
2024.01.02.12:15,6.80864,6.81175,6.80773,6.80988
2024.01.02.12:20,6.80985,6.80985,6.8066,6.80673
2024.01.02.12:25,6.80668,6.80692,6.80509,6.80655
2024.01.02.12:30,6.80663,6.80726,6.80491,6.80681
2024.01.02.12:35,6.80669,6.80684,6.80514,6.80602
2024.01.02.12:40,6.80585,6.80717,6.80557,6.8069
2024.01.02.12:45,6.80684,6.8079,6.80609,6.80664
2024.01.02.12:50,6.80665,6.80765,6.80605,6.80666
2024.01.02.12:55,6.80665,6.80957,6.80665,6.80711
2024.01.02.13:00,6.80718,6.80854,6.80646,6.80713
2024.01.02.13:05,6.80714,6.8092,6.80662,6.8077
2024.01.02.13:10,6.80772,6.80801,6.80441,6.80549
2024.01.02.13:15,6.80556,6.80585,6.80451,6.80498
2024.01.02.13:20,6.80489,6.8053,6.80392,6.8053
2024.01.02.13:25,6.80529,6.80549,6.80436,6.80527
2024.01.02.13:30,6.80532,6.80586,6.805,6.80523
2024.01.02.13:35,6.80529,6.80784,6.80529,6.80731
2024.01.02.13:40,6.80745,6.80945,6.80745,6.80914
2024.01.02.13:45,6.80893,6.80911,6.80786,6.80838
2024.01.02.13:50,6.8085,6.80986,6.80839,6.80923
2024.01.02.13:55,6.8093,6.81039,6.80845,6.81022
2024.01.02.14:00,6.81029,6.81169,6.81,6.81141
2024.01.02.14:05,6.81151,6.81266,6.81113,6.81177
2024.01.02.14:10,6.81178,6.81178,6.8096,6.81021
2024.01.02.14:15,6.81031,6.8116,6.81009,6.81102
2024.01.02.14:20,6.8112,6.81138,6.80927,6.80966
2024.01.02.14:25,6.80965,6.8103,6.80838,6.80857
2024.01.02.14:30,6.80872,6.81073,6.80808,6.81058
2024.01.02.14:35,6.81074,6.81074,6.8093,6.81024
2024.01.02.14:40,6.81023,6.81025,6.80921,6.80954
2024.01.02.14:45,6.80953,6.81141,6.80917,6.81134
2024.01.02.14:50,6.81144,6.81144,6.80986,6.81012
2024.01.02.14:55,6.81006,6.8115,6.81006,6.81057
2024.01.02.15:00,6.81066,6.81126,6.81008,6.81103
2024.01.02.15:05,6.81105,6.81121,6.80831,6.80901
2024.01.02.15:10,6.80893,6.80953,6.80773,6.80951
2024.01.02.15:15,6.80953,6.80972,6.80811,6.80914
2024.01.02.15:20,6.80925,6.80932,6.80815,6.8085
2024.01.02.15:25,6.80867,6.81103,6.80865,6.81098
2024.01.02.15:30,6.81078,6.81096,6.80897,6.80935
2024.01.02.15:35,6.8093,6.81026,6.80884,6.80963
2024.01.02.15:40,6.80974,6.81005,6.80913,6.80981
2024.01.02.15:45,6.80982,6.81046,6.80925,6.81014
2024.01.02.15:50,6.80992,6.81011,6.8092,6.80938
2024.01.02.15:55,6.80946,6.81407,6.80946,6.81394
2024.01.02.16:00,6.81388,6.81566,6.81383,6.81401
2024.01.02.16:05,6.81388,6.81605,6.81385,6.81591
2024.01.02.16:10,6.81593,6.81593,6.81455,6.81456
2024.01.02.16:15,6.81446,6.81518,6.81439,6.81517
2024.01.02.16:20,6.81509,6.81523,6.81398,6.81429
2024.01.02.16:25,6.8143,6.81642,6.81394,6.81642
2024.01.02.16:30,6.81641,6.81642,6.81507,6.81573
2024.01.02.16:35,6.81568,6.81576,6.81372,6.81455
2024.01.02.16:40,6.81455,6.81463,6.81285,6.81419
2024.01.02.16:45,6.81392,6.81415,6.81212,6.81225
2024.01.02.16:50,6.81274,6.81371,6.81192,6.81306
2024.01.02.16:55,6.81295,6.81398,6.81189,6.81348
2024.01.02.17:00,6.81275,6.81275,6.81275,6.81275
2024.01.02.17:05,6.80992,6.81153,6.80915,6.8103
2024.01.02.17:10,6.8103,6.8127,6.80989,6.81051
2024.01.02.17:15,6.81048,6.81332,6.80957,6.81136
2024.01.02.17:20,6.81128,6.81332,6.81098,6.81198
2024.01.02.17:25,6.81195,6.81334,6.81195,6.81268
2024.01.02.17:30,6.81273,6.81368,6.81195,6.81362
2024.01.02.17:35,6.81362,6.81389,6.81332,6.8138
2024.01.02.17:40,6.81379,6.81411,6.81328,6.81397
2024.01.02.17:45,6.81397,6.814,6.81323,6.81382
2024.01.02.17:50,6.81393,6.81411,6.81255,6.81268
2024.01.02.17:55,6.81171,6.81317,6.8116,6.81302
2024.01.02.18:00,6.81277,6.81355,6.81202,6.81293
2024.01.02.18:05,6.81292,6.81299,6.8119,6.81276
2024.01.02.18:10,6.81277,6.81279,6.81234,6.8127
2024.01.02.18:15,6.81284,6.8136,6.81254,6.81334
2024.01.02.18:20,6.81334,6.81412,6.81315,6.81332
2024.01.02.18:25,6.81331,6.81383,6.81305,6.81311
2024.01.02.18:30,6.81325,6.81382,6.81314,6.8133
2024.01.02.18:35,6.81331,6.81366,6.81317,6.81326
2024.01.02.18:40,6.8132,6.81415,6.8132,6.81381
2024.01.02.18:45,6.81387,6.81409,6.81372,6.81385
2024.01.02.18:50,6.8138,6.81382,6.81283,6.81283
2024.01.02.18:55,6.81282,6.81441,6.8128,6.81392
2024.01.02.19:00,6.81392,6.81427,6.81309,6.81321
2024.01.02.19:05,6.81321,6.81338,6.81277,6.81277
2024.01.02.19:10,6.81272,6.81286,6.81203,6.81203
2024.01.02.19:15,6.81209,6.81235,6.81161,6.81189
2024.01.02.19:20,6.81183,6.81189,6.81021,6.81021
2024.01.02.19:25,6.81021,6.81065,6.80975,6.80975
2024.01.02.19:30,6.80976,6.81006,6.80903,6.80959
2024.01.02.19:35,6.80966,6.81002,6.80898,6.81002
2024.01.02.19:40,6.81003,6.81068,6.8095,6.80964
2024.01.02.19:45,6.80967,6.81053,6.80962,6.80964
2024.01.02.19:50,6.80958,6.8105,6.80933,6.81036
2024.01.02.19:55,6.81031,6.8107,6.8094,6.81007
2024.01.02.20:00,6.81014,6.81074,6.80864,6.80967
2024.01.02.20:05,6.80961,6.81022,6.80919,6.80995
2024.01.02.20:10,6.80996,6.81017,6.80913,6.80913
2024.01.02.20:15,6.80919,6.8122,6.80919,6.81055
2024.01.02.20:20,6.81048,6.81159,6.80981,6.81022
2024.01.02.20:25,6.81019,6.81071,6.80859,6.80878
2024.01.02.20:30,6.80869,6.80906,6.80759,6.80779
2024.01.02.20:35,6.80788,6.80825,6.80655,6.80817
2024.01.02.20:40,6.80829,6.80829,6.80657,6.80657
2024.01.02.20:45,6.80647,6.80752,6.80633,6.80707
2024.01.02.20:50,6.80707,6.80768,6.80694,6.80754
2024.01.02.20:55,6.8076,6.80877,6.80741,6.80847
2024.01.02.21:00,6.80847,6.80943,6.80744,6.80746
2024.01.02.21:05,6.80745,6.80842,6.80739,6.80832
2024.01.02.21:10,6.80832,6.80916,6.8083,6.80883
2024.01.02.21:15,6.80882,6.81001,6.80851,6.80858
2024.01.02.21:20,6.80858,6.80945,6.80844,6.80932
2024.01.02.21:25,6.80933,6.80976,6.80896,6.8096
2024.01.02.21:30,6.80951,6.80962,6.80884,6.80886
2024.01.02.21:35,6.80887,6.80924,6.80885,6.80904
2024.01.02.21:40,6.80905,6.8094,6.80881,6.80911
2024.01.02.21:45,6.80911,6.80925,6.80812,6.80846
2024.01.02.21:50,6.80848,6.80848,6.80782,6.8079
2024.01.02.21:55,6.80791,6.80818,6.80697,6.80741
2024.01.02.22:00,6.8075,6.80837,6.80741,6.80761
2024.01.02.22:05,6.80759,6.80774,6.80601,6.80694
2024.01.02.22:10,6.80691,6.80958,6.80637,6.80958
2024.01.02.22:15,6.80956,6.80958,6.80827,6.80844
2024.01.02.22:20,6.80855,6.80982,6.8082,6.80822
2024.01.02.22:25,6.80823,6.80857,6.80674,6.80683
2024.01.02.22:30,6.80674,6.8068,6.80567,6.80574
2024.01.02.22:35,6.80567,6.80623,6.80325,6.80384
2024.01.02.22:40,6.80367,6.80416,6.80308,6.80312
2024.01.02.22:45,6.80312,6.80314,6.80152,6.80175
2024.01.02.22:50,6.80172,6.80325,6.80131,6.80281
2024.01.02.22:55,6.8028,6.80312,6.80196,6.80212
2024.01.02.23:00,6.80231,6.80241,6.80115,6.80167
2024.01.02.23:05,6.80169,6.80281,6.80169,6.80271
2024.01.02.23:10,6.80271,6.80286,6.80191,6.80226
2024.01.02.23:15,6.80227,6.80249,6.80187,6.80235
2024.01.02.23:20,6.80235,6.80235,6.80166,6.80166
2024.01.02.23:25,6.80148,6.80246,6.8014,6.80245
2024.01.02.23:30,6.80251,6.80253,6.80163,6.80187
2024.01.02.23:35,6.80187,6.80291,6.80162,6.80278
2024.01.02.23:40,6.80277,6.80309,6.80237,6.80283
2024.01.02.23:45,6.8028,6.80313,6.80275,6.80303
2024.01.02.23:50,6.80303,6.80337,6.80301,6.80329
2024.01.02.23:55,6.80329,6.80342,6.80114,6.80121
2024.01.03.00:00,6.80113,6.80193,6.80091,6.80193
2024.01.03.00:05,6.802,6.80266,6.80184,6.80261
2024.01.03.00:10,6.80259,6.8028,6.80177,6.80247
2024.01.03.00:15,6.80247,6.80247,6.80185,6.80212
2024.01.03.00:20,6.80211,6.80241,6.802,6.80212
2024.01.03.00:25,6.80205,6.80391,6.80166,6.8039
2024.01.03.00:30,6.80391,6.80391,6.80296,6.8035
2024.01.03.00:35,6.80348,6.80362,6.80239,6.80343
2024.01.03.00:40,6.80342,6.80574,6.80342,6.80537
2024.01.03.00:45,6.80543,6.80632,6.80536,6.80632
2024.01.03.00:50,6.80631,6.80791,6.80586,6.8074
2024.01.03.00:55,6.80756,6.80893,6.80729,6.80893
2024.01.03.01:00,6.80893,6.80901,6.8068,6.80683
2024.01.03.01:05,6.80689,6.80724,6.80584,6.80673
2024.01.03.01:10,6.8068,6.80695,6.80546,6.80546
2024.01.03.01:15,6.80539,6.80642,6.80539,6.80592
2024.01.03.01:20,6.80604,6.80655,6.80589,6.80597
2024.01.03.01:25,6.80597,6.80597,6.80434,6.80471
2024.01.03.01:30,6.8047,6.80488,6.80411,6.80426
2024.01.03.01:35,6.80426,6.80439,6.80323,6.80348
2024.01.03.01:40,6.80348,6.80437,6.80341,6.8039
2024.01.03.01:45,6.80393,6.80418,6.80345,6.80368
2024.01.03.01:50,6.80364,6.80364,6.80213,6.8033
2024.01.03.01:55,6.80335,6.80357,6.80241,6.80345
2024.01.03.02:00,6.80344,6.80585,6.80309,6.80529
2024.01.03.02:05,6.80529,6.80572,6.80303,6.80341
2024.01.03.02:10,6.80336,6.80623,6.80296,6.80589
2024.01.03.02:15,6.80591,6.80811,6.80586,6.80699
2024.01.03.02:20,6.80707,6.80761,6.80412,6.80446
2024.01.03.02:25,6.80445,6.80543,6.80377,6.80438
2024.01.03.02:30,6.80438,6.8046,6.80125,6.80289
2024.01.03.02:35,6.80282,6.80445,6.80274,6.8032
2024.01.03.02:40,6.80327,6.80462,6.8029,6.80456
2024.01.03.02:45,6.80469,6.80583,6.80439,6.80518
2024.01.03.02:50,6.80524,6.80529,6.80202,6.80215
2024.01.03.02:55,6.80218,6.80317,6.80098,6.80232
2024.01.03.03:00,6.80252,6.805,6.80052,6.80259
2024.01.03.03:05,6.80269,6.80293,6.79999,6.80029
2024.01.03.03:10,6.80041,6.80267,6.7992,6.80006
2024.01.03.03:15,6.80008,6.80236,6.80005,6.80058
2024.01.03.03:20,6.80069,6.80389,6.80001,6.80389
2024.01.03.03:25,6.80405,6.80858,6.80346,6.80701
2024.01.03.03:30,6.80701,6.80885,6.80615,6.80779
2024.01.03.03:35,6.80776,6.80776,6.80495,6.80521
2024.01.03.03:40,6.80532,6.80805,6.80456,6.8058
2024.01.03.03:45,6.80577,6.80823,6.80555,6.80815
2024.01.03.03:50,6.80814,6.80955,6.80746,6.8077
2024.01.03.03:55,6.80779,6.81004,6.80739,6.8089
2024.01.03.04:00,6.80896,6.80967,6.80693,6.80702
2024.01.03.04:05,6.80729,6.81032,6.80678,6.80997
2024.01.03.04:10,6.80992,6.81533,6.80992,6.81475
2024.01.03.04:15,6.81477,6.81928,6.81359,6.81632
2024.01.03.04:20,6.81633,6.81754,6.81575,6.81589
2024.01.03.04:25,6.81585,6.81875,6.81565,6.81749
2024.01.03.04:30,6.81752,6.81759,6.81494,6.81586
2024.01.03.04:35,6.81583,6.81622,6.81408,6.81417
2024.01.03.04:40,6.81406,6.81746,6.81399,6.81726
2024.01.03.04:45,6.81723,6.81905,6.81586,6.81898
2024.01.03.04:50,6.81898,6.81997,6.818,6.81897
2024.01.03.04:55,6.81887,6.81992,6.81865,6.81901
2024.01.03.05:00,6.81901,6.82047,6.81736,6.81836
2024.01.03.05:05,6.81829,6.82012,6.81791,6.81935
2024.01.03.05:10,6.81937,6.82048,6.81875,6.81967
2024.01.03.05:15,6.81974,6.82192,6.81967,6.82192
2024.01.03.05:20,6.82192,6.82356,6.82055,6.82076
2024.01.03.05:25,6.82085,6.82336,6.82085,6.82336
2024.01.03.05:30,6.82336,6.82351,6.82033,6.82106
2024.01.03.05:35,6.82114,6.82506,6.82096,6.8245
2024.01.03.05:40,6.82451,6.82534,6.82325,6.82417
2024.01.03.05:45,6.82415,6.82443,6.82237,6.82342
2024.01.03.05:50,6.82335,6.82338,6.82018,6.82152
2024.01.03.05:55,6.82151,6.82433,6.8214,6.82415
2024.01.03.06:00,6.82415,6.82634,6.82297,6.8259
2024.01.03.06:05,6.82595,6.82715,6.8245,6.82659
2024.01.03.06:10,6.82659,6.82765,6.82576,6.82756
2024.01.03.06:15,6.82756,6.82866,6.82575,6.82608
2024.01.03.06:20,6.82608,6.82809,6.82579,6.82723
2024.01.03.06:25,6.82731,6.82828,6.82693,6.82759
2024.01.03.06:30,6.82764,6.83052,6.82764,6.82959
2024.01.03.06:35,6.82959,6.82966,6.82718,6.82876
2024.01.03.06:40,6.82876,6.83226,6.82849,6.83077
2024.01.03.06:45,6.83078,6.83159,6.82912,6.82933
